time,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
1740823732.477083,-4.35258251953125,-0.5101898498535157,1.7085157470703125,-0.02262345515191555,-0.07987460494041443,0.0703478753566742,0.994062066078186,-0.05694032703939414,-0.15625264695924831,0.1457594226264359
1740823732.4870226,-4.3523505859375,-0.51024658203125,1.7079375,-0.02038147673010826,-0.07930538058280945,0.07110031694173813,0.9941025972366333,-0.05245571970087826,-0.15540184498194715,0.14688607040897156
1740823732.4970284,-4.35209423828125,-0.5102944641113282,1.7079375,-0.022867057472467422,-0.07852398604154587,0.07104945927858353,0.9941142201423645,-0.05732798626574797,-0.1534760435090253,0.14710669040053706
1740823732.507009,-4.35165673828125,-0.5103026428222657,1.7075970458984375,-0.022353071719408035,-0.07818064838647842,0.0718299150466919,0.9940968751907349,-0.05635998528590087,-0.15282118163610667,0.14857822885957553
1740823732.5171323,-4.35107666015625,-0.5102618713378906,1.7073680419921875,-0.023248402401804924,-0.07734017074108124,0.07238810509443283,0.9941015839576721,-0.05811293685731151,-0.15097504623931243,0.1497750210196928
1740823732.5273416,-4.35065234375,-0.5099971618652344,1.70706787109375,-0.023183954879641533,-0.07647004723548889,0.07317690551280975,0.9941126704216003,-0.05796264088389314,-0.1491995489933255,0.1512887500758694
1740823732.5371664,-4.350046875,-0.5098646850585937,1.7067099609375,-0.02124050445854664,-0.0763198584318161,0.07432547956705093,0.9940823912620544,-0.05420250608928974,-0.14913120793575155,0.15330827341102188
1740823732.5472832,-4.34957177734375,-0.5096408386230469,1.7064771728515624,-0.02127811498939991,-0.07540271431207657,0.07451651990413666,0.9941372871398926,-0.05415673734808064,-0.14728205635856317,0.1536284724101503
1740823732.5572877,-4.3489267578125,-0.5092705993652343,1.7062147216796875,-0.022039663046598434,-0.07462186366319656,0.07540467381477356,0.9941126704216003,-0.05569086493461114,-0.14555470158317438,0.15547378340936335
1740823732.5670648,-4.3483349609375,-0.5089033203125,1.70621337890625,-0.023412421345710754,-0.07456532120704651,0.07621081918478012,0.9940240383148193,-0.058559554877525254,-0.1451803481068627,0.15729812971335608
1740823732.5771236,-4.34780419921875,-0.5083557434082031,1.7060865478515626,-0.028062213212251663,-0.07461779564619064,0.0762239322066307,0.9938986897468567,-0.06791729578962799,-0.14454989614870387,0.15800321208171528
1740823732.5872006,-4.34686376953125,-0.5075786743164062,1.7057008056640626,-0.025738894939422607,-0.07431571185588837,0.07872715592384338,0.9937890768051147,-0.06356101024655972,-0.14415433125766283,0.16269895174171775
1740823732.5971186,-4.34630322265625,-0.5072531127929687,1.7055987548828124,-0.023350274190306664,-0.07560541480779648,0.07998727262020111,0.9936501383781433,-0.0591716563834273,-0.1470445452412133,0.16501000139861266
1740823732.6071188,-4.34560888671875,-0.5063690185546875,1.7052528076171876,-0.02081313543021679,-0.0757344514131546,0.08248554170131683,0.9934924244880676,-0.054468134350239034,-0.14758482978219345,0.1696993371054107
1740823732.617061,-4.344765625,-0.5058354797363281,1.7051572265625,-0.019555773586034775,-0.0760432705283165,0.08444075286388397,0.9933301210403442,-0.052290601557805926,-0.14831266965472198,0.17349340995528456
1740823732.6270697,-4.34401123046875,-0.5050200500488281,1.7050048828125,-0.02253369614481926,-0.0762685239315033,0.08574777096509933,0.993137776851654,-0.05851195820290451,-0.1481674187682038,0.17659729614717312
1740823732.6370919,-4.3436015625,-0.5044596252441407,1.704852294921875,-0.025197936221957207,-0.07664825767278671,0.08675141632556915,0.992957353591919,-0.06408730480277929,-0.14838895854937864,0.1790561572335353
1740823732.6471496,-4.342671875,-0.5036102905273437,1.7045186767578124,-0.01868656650185585,-0.07745470106601715,0.09033247083425522,0.992719292640686,-0.05170533434698403,-0.1509784759592391,0.185401634552816
1740823732.6572344,-4.34169140625,-0.5025863037109375,1.7036844482421876,-0.017290163785219193,-0.07707417011260986,0.09268692135810852,0.992557168006897,-0.04918505121651153,-0.15036184011896186,0.1899293485298903
1740823732.667103,-4.34105419921875,-0.5019770202636719,1.7034622802734376,-0.023189665749669075,-0.07614654302597046,0.09322217851877213,0.9924583435058594,-0.06092415192627288,-0.14735363427090856,0.19180977219513562
1740823732.6771593,-4.339923828125,-0.5010435485839844,1.702871337890625,-0.019447097554802895,-0.07570967078208923,0.09636533260345459,0.992271900177002,-0.05379123243435257,-0.1470302892987155,0.19758706816102414
1740823732.6871336,-4.33911474609375,-0.49996685791015627,1.702175537109375,-0.018655212596058846,-0.07477807253599167,0.0995064452290535,0.9920477271080017,-0.052471221956335114,-0.14516349357630082,0.20375547249251047
1740823732.6971626,-4.33811962890625,-0.49833294677734374,1.7015738525390625,-0.01784554496407509,-0.07385002076625824,0.10473018139600754,0.9915943145751953,-0.051408410848904615,-0.14320960163774504,0.2141439060148099
1740823732.707153,-4.337134765625,-0.4968751525878906,1.7008662109375,-0.015759442001581192,-0.07211963087320328,0.10928791761398315,0.9912651181221008,-0.04748943360738799,-0.13999152019014466,0.22294505402858109
1740823732.7170703,-4.3358916015625,-0.495382568359375,1.699940673828125,-0.013217205181717873,-0.07077044248580933,0.11387751996517181,0.9908828139305115,-0.04272891555355352,-0.13767465596759793,0.2317930781097408
1740823732.7271292,-4.3346884765625,-0.4937237243652344,1.6995068359375,-0.01265037339180708,-0.06953505426645279,0.11837989836931229,0.9904499053955078,-0.0419166682201417,-0.1351580082316643,0.24075148570510319
1740823732.737101,-4.33378955078125,-0.4923902282714844,1.6985692138671875,-0.011991755105555058,-0.06731024384498596,0.1213873028755188,0.9902477860450745,-0.04044710758075341,-0.13076872520228566,0.24659721355612166
1740823732.7472396,-4.332759765625,-0.4909122619628906,1.6979593505859376,-0.01232768315821886,-0.06654525548219681,0.12288227677345276,0.9901109337806702,-0.041119712299658634,-0.12910300845861541,0.24961480913957748
1740823732.7571397,-4.3319306640625,-0.489674072265625,1.6973953857421875,-0.012745406478643417,-0.06496348977088928,0.12434983253479004,0.9900274872779846,-0.04173479005740742,-0.125792995017489,0.25252499282294005
1740823732.767137,-4.33099560546875,-0.488514892578125,1.696677734375,-0.003231532871723175,-0.06349986046552658,0.12837450206279755,0.9896854758262634,-0.02288096662970118,-0.1251868091194309,0.259418527117655
1740823732.7770977,-4.33034326171875,-0.48735775756835936,1.696021240234375,-0.0002714914735406637,-0.06141124665737152,0.12857942283153534,0.9897959232330322,-0.016452511795111282,-0.12180031474279049,0.25936635416940657
1740823732.7870305,-4.3293408203125,-0.48621249389648435,1.695749267578125,-0.004420414101332426,-0.06016615405678749,0.1272093504667282,0.9900395274162292,-0.024231838789429267,-0.11828473944097803,0.25701285198298623
1740823732.7971864,-4.32857275390625,-0.48519781494140624,1.6957342529296875,-0.0077346572652459145,-0.058694999665021896,0.1249433159828186,0.9903960227966309,-0.030190360731981898,-0.1145803459799181,0.2527155758432329
1740823732.8072166,-4.3280126953125,-0.4838556823730469,1.6955867919921874,-0.007954796776175499,-0.05814315751194954,0.12468045949935913,0.9904599189758301,-0.030456871830838634,-0.11343644532464311,0.2521748848402799
1740823732.8169532,-4.3274658203125,-0.48266824340820313,1.695713134765625,-0.009078500792384148,-0.05763709172606468,0.12410560250282288,0.9905520677566528,-0.03250155456216643,-0.1121667433452465,0.251104591982691
1740823732.8270879,-4.3270126953125,-0.48105783081054687,1.6956153564453125,-0.0076475548557937145,-0.0573907271027565,0.12528643012046814,0.9904297590255737,-0.02971984911536858,-0.11200071313466828,0.25332364208444835
1740823732.8371642,-4.32658251953125,-0.4794571533203125,1.696194091796875,-0.012298800982534885,-0.05783363804221153,0.12525349855422974,0.9903613328933716,-0.03910184315395068,-0.11170361793571383,0.2537956634819027
1740823732.8471224,-4.32630126953125,-0.4775260009765625,1.6964244384765625,-0.008988858200609684,-0.058129411190748215,0.12830425798892975,0.9899889826774597,-0.0329302834602304,-0.11302884951754467,0.2596298004236018
1740823732.8570454,-4.32616259765625,-0.47582589721679686,1.697122802734375,-0.014003145508468151,-0.05921897292137146,0.1284390240907669,0.9898486733436584,-0.04322744074926319,-0.11388456318144713,0.2605350551631338
1740823732.8670528,-4.326017578125,-0.4740169677734375,1.69752099609375,-0.01642020046710968,-0.05951714143157005,0.12979023158550262,0.9896174073219299,-0.04827973338174163,-0.11378137897188959,0.2635654096010758
1740823732.8771155,-4.32578515625,-0.47208099365234374,1.69803369140625,-0.01563279703259468,-0.06027837097644806,0.13066640496253967,0.9894687533378601,-0.047019302060912024,-0.1154581172191423,0.2653127242444998
1740823732.887035,-4.32609228515625,-0.47033096313476563,1.6985263671875,-0.018984058871865273,-0.06021162122488022,0.13166852295398712,0.9892813563346863,-0.053794393852476634,-0.11438251337285514,0.26771561761443796
1740823732.8972797,-4.32592919921875,-0.4691656494140625,1.699067138671875,-0.01994537003338337,-0.06110921502113342,0.13120406866073608,0.9892690777778625,-0.055902403121953166,-0.11593261140835037,0.2669604311121215
1740823732.9072757,-4.32602783203125,-0.46740875244140623,1.6993475341796875,-0.020125897601246834,-0.06031879782676697,0.13207468390464783,0.9891980886459351,-0.05614561786845913,-0.11426673609343982,0.2686759436045524
1740823732.9171405,-4.32596533203125,-0.46585076904296874,1.699458740234375,-0.0164055023342371,-0.060919132083654404,0.1327952742576599,0.9891335368156433,-0.04898505249810966,-0.11641997148703859,0.269767508275631
1740823732.9272537,-4.32612548828125,-0.4645625305175781,1.699964111328125,-0.021967986598610878,-0.060683462768793106,0.13151904940605164,0.9892106056213379,-0.059851595210834094,-0.1145292522282447,0.2677888557053879
1740823732.93716,-4.325994140625,-0.4629708862304687,1.700229248046875,-0.02256324701011181,-0.06041447073221207,0.13217638432979584,0.9891260862350464,-0.06103895987807473,-0.1137958397210862,0.26916276826448393
1740823732.9472184,-4.3259482421875,-0.46146298217773435,1.7006768798828125,-0.03150644898414612,-0.061248529702425,0.13144221901893616,0.9889281392097473,-0.07900288958074578,-0.11309920094770512,0.26875332310793626
1740823732.9572823,-4.32596533203125,-0.45999310302734375,1.7006240234375,-0.025860710069537163,-0.059686653316020966,0.13176006078720093,0.9891451001167297,-0.06735744880193074,-0.11149355117382559,0.26861311183521697
1740823732.9671092,-4.32564697265625,-0.4581744689941406,1.7006527099609374,-0.025093449279665947,-0.05949617922306061,0.1327025443315506,0.9890503287315369,-0.06588265870432264,-0.11125889784731686,0.2704204144779193
1740823732.9771376,-4.3255712890625,-0.4563941955566406,1.7006302490234375,-0.02886142209172249,-0.05928298830986023,0.13372446596622467,0.9888226985931396,-0.07344021784081045,-0.10974191361677056,0.272876664295186
1740823732.9872742,-4.32529541015625,-0.45465057373046874,1.700563720703125,-0.032877203077077866,-0.058164309710264206,0.13378646969795227,0.9887553453445435,-0.08112566005841704,-0.10642428182919716,0.27330564267914464
1740823732.9971335,-4.3248349609375,-0.45286251831054686,1.7004522705078124,-0.03443208336830139,-0.057224590331315994,0.13326404988765717,0.9888278245925903,-0.08389953217548524,-0.10418177687939818,0.27230204646806255
1740823733.0073195,-4.32419287109375,-0.45125393676757813,1.699912109375,-0.029137851670384407,-0.05495743453502655,0.13312961161136627,0.9891446828842163,-0.07271129449656272,-0.10113580569971334,0.27125495080042294
1740823733.0171986,-4.32384326171875,-0.4493703308105469,1.699677001953125,-0.02659301832318306,-0.05449790507555008,0.13417589664459229,0.9891003966331482,-0.06762577136319034,-0.10084234438138606,0.2730768297819756
1740823733.0270734,-4.32330517578125,-0.447461181640625,1.6991878662109374,-0.02958514727652073,-0.05291018635034561,0.13351598381996155,0.989190936088562,-0.07306708916888495,-0.0969280767226018,0.27187370107512626
1740823733.037116,-4.3228876953125,-0.44570571899414063,1.6987933349609374,-0.030868198722600937,-0.05118771642446518,0.13287517428398132,0.9893286228179932,-0.0750768784825764,-0.09321464603009028,0.27052225878799346
1740823733.0471478,-4.3220771484375,-0.443933349609375,1.6984212646484376,-0.030927587300539017,-0.05040077492594719,0.13173417747020721,0.9895197749137878,-0.0748703007727829,-0.09172525138878687,0.2681400793280472
1740823733.0569472,-4.32133935546875,-0.44220901489257813,1.698345703125,-0.03233054280281067,-0.0493217334151268,0.13002881407737732,0.9897547960281372,-0.0772094499859947,-0.08934385944621454,0.2647064904936883
1740823733.0671153,-4.320615234375,-0.44069528198242186,1.697814208984375,-0.03188035637140274,-0.04876763001084328,0.12820959091186523,0.9900341629981995,-0.07600055826282029,-0.08850400233425673,0.2609338873198241
1740823733.07723,-4.31994921875,-0.4389690551757813,1.697524169921875,-0.03009067289531231,-0.048915356397628784,0.12677602469921112,0.9902674555778503,-0.07234979422728903,-0.08936793387283196,0.2578952215304927
1740823733.086977,-4.3195029296875,-0.4375658264160156,1.6973724365234375,-0.02851874753832817,-0.048670507967472076,0.12453792244195938,0.9906100034713745,-0.06895460800498483,-0.089442861901088,0.25321162154884275
1740823733.09709,-4.3193134765625,-0.4360050659179687,1.6975635986328126,-0.02731703408062458,-0.04870954528450966,0.12269498407840729,0.9908719062805176,-0.06640523879507716,-0.08994775026555754,0.24938595916218237
1740823733.1070423,-4.31898779296875,-0.4342062072753906,1.69765625,-0.02751222625374794,-0.04806831479072571,0.11958815902471542,0.9912775754928589,-0.0663514251733397,-0.08883460302520912,0.2430706169441654
1740823733.1170857,-4.31896435546875,-0.4326529235839844,1.6978126220703125,-0.027463547885417938,-0.047832123935222626,0.11673075705766678,0.9916308522224426,-0.06594041019246578,-0.08856768590918086,0.2372764302515661
1740823733.1272662,-4.318888671875,-0.4312427062988281,1.6981507568359375,-0.027823299169540405,-0.04732201248407364,0.11188428103923798,0.9922038316726685,-0.06610448159571836,-0.08779291591309478,0.22748280617677633
1740823733.1371114,-4.3189072265625,-0.42958172607421874,1.69838623046875,-0.028166092932224274,-0.04514443874359131,0.10819797962903976,0.9927043318748474,-0.06596851709884195,-0.08363258689437499,0.2198903933534752
1740823733.1471713,-4.3190087890625,-0.4278436279296875,1.698867919921875,-0.027771176770329475,-0.04456019774079323,0.10460064560174942,0.9931272864341736,-0.06474955058962886,-0.08279268761015375,0.21255810034956438
1740823733.1571164,-4.31918310546875,-0.4257502136230469,1.6993660888671875,-0.028372272849082947,-0.04413732513785362,0.10054705291986465,0.993547797203064,-0.06552153898092439,-0.08209175791973751,0.20440515274438775
1740823733.167063,-4.3194365234375,-0.4237083435058594,1.6998060302734375,-0.026129402220249176,-0.042451437562704086,0.09862497448921204,0.9938753843307495,-0.060539446423851236,-0.0793119759766172,0.20022060046158932
1740823733.1771455,-4.32000830078125,-0.4215615234375,1.7011663818359375,-0.030963435769081116,-0.04281117767095566,0.09452424943447113,0.9941195249557495,-0.0699329505592339,-0.07934850383758411,0.19237389315095038
1740823733.1871958,-4.3203515625,-0.41918133544921876,1.702159423828125,-0.03355313464999199,-0.04214473068714142,0.09242953360080719,0.9942609071731567,-0.07480711370529088,-0.07768122081753018,0.18830164572891958
1740823733.1972148,-4.320794921875,-0.4166003723144531,1.7032298583984375,-0.034704145044088364,-0.0425557978451252,0.09086701273918152,0.9943479299545288,-0.07706258139271116,-0.07840391793180672,0.18528485939470188
1740823733.2071037,-4.321353515625,-0.41400042724609376,1.7044393310546875,-0.03920640051364899,-0.043274328112602234,0.08951091766357422,0.9942725896835327,-0.08608598930487975,-0.07911666701100582,0.18297829312459588
1740823733.2169902,-4.322046875,-0.410843505859375,1.7057249755859376,-0.039531268179416656,-0.044700536876916885,0.08940707892179489,0.9942059516906738,-0.08699852710786334,-0.08190588040195218,0.1829408411038867
1740823733.227051,-4.3225380859375,-0.40786190795898436,1.706894775390625,-0.04118892177939415,-0.04489309713244438,0.08983328938484192,0.9940915703773499,-0.09038280947641686,-0.08194711339466472,0.18395275803574096
1740823733.2370875,-4.3231982421875,-0.40453213500976565,1.708029541015625,-0.04178536310791969,-0.046583544462919235,0.0912511944770813,0.9938597083091736,-0.09202132513359167,-0.08507166819709724,0.187035852510822
1740823733.2471492,-4.323916015625,-0.401329833984375,1.709225341796875,-0.045331839472055435,-0.04751059040427208,0.09165936708450317,0.9936228394508362,-0.09932660971161711,-0.08621179325331017,0.1882623529517951
1740823733.2571867,-4.32477490234375,-0.39776126098632814,1.71053759765625,-0.050713155418634415,-0.048754725605249405,0.09285172075033188,0.993191659450531,-0.11043605341280874,-0.08753973248878268,0.19127632494783797
1740823733.267113,-4.32536572265625,-0.394644775390625,1.711481201171875,-0.04828735440969467,-0.05103838071227074,0.09536343812942505,0.9929598569869995,-0.10628050740791735,-0.09227933707958497,0.19640367872065387
1740823733.2771082,-4.3260966796875,-0.39078143310546876,1.71258056640625,-0.05777258425951004,-0.0530947782099247,0.09730540215969086,0.9921566843986511,-0.125860928025169,-0.09425300286429006,0.2014675844384333
1740823733.2871833,-4.32690576171875,-0.38710263061523437,1.7133232421875,-0.05585314333438873,-0.055276695638895035,0.10038405656814575,0.9918407201766968,-0.12279590199471284,-0.09859749353732639,0.2077989705627397
1740823733.2971005,-4.32730322265625,-0.3837144470214844,1.71415087890625,-0.05914411321282387,-0.05746959149837494,0.10225772112607956,0.9913337230682373,-0.13005725697374396,-0.10202410792448154,0.21222585265061175
1740823733.3071904,-4.32799365234375,-0.38000955200195313,1.7147386474609374,-0.05895242840051651,-0.05927671864628792,0.10501130670309067,0.9909508228302002,-0.13037642110735767,-0.10529373384083399,0.21803244095593918
1740823733.3171558,-4.32847607421875,-0.3760619812011719,1.7153172607421876,-0.06261526048183441,-0.06076294928789139,0.10774180293083191,0.9903427958488464,-0.13834507855290307,-0.10706416489659408,0.22415727700423185
1740823733.3271556,-4.32909228515625,-0.3722457275390625,1.7156053466796874,-0.06232066825032234,-0.06275065988302231,0.11060827225446701,0.9899213314056396,-0.13855450969134078,-0.11067588621863422,0.23023316803329485
1740823733.337064,-4.32951611328125,-0.3684849243164062,1.7159375,-0.06165817007422447,-0.06428852677345276,0.1139124259352684,0.9894893765449524,-0.1379880175263002,-0.11342139063984465,0.23708193289816837
1740823733.3471506,-4.3302060546875,-0.3648409118652344,1.7163167724609374,-0.061787694692611694,-0.06692279130220413,0.11740948259830475,0.9888976812362671,-0.13933643259203105,-0.11812518448703087,0.24460133164008166
1740823733.3570435,-4.3305927734375,-0.36091036987304687,1.7168209228515625,-0.0661562830209732,-0.06963403522968292,0.12028811126947403,0.9880815744400024,-0.14914458307361292,-0.12199496686206128,0.2514114709041195
1740823733.3671052,-4.33122705078125,-0.35707293701171877,1.71687060546875,-0.06414496153593063,-0.0716508999466896,0.12512734532356262,0.9874688386917114,-0.14628607849216335,-0.1257849152573361,0.2613158042428104
1740823733.3771598,-4.33145458984375,-0.35332550048828126,1.7169674072265626,-0.06387443095445633,-0.07309545576572418,0.12852537631988525,0.9869439601898193,-0.14659364597029328,-0.12821425615012697,0.2684211224167062
1740823733.3870606,-4.3316162109375,-0.34981637573242186,1.717004150390625,-0.06405781209468842,-0.07521873712539673,0.13223116099834442,0.9862827658653259,-0.14807105270938903,-0.13181438748827293,0.2763419018663244
1740823733.397078,-4.33190283203125,-0.34623724365234376,1.7171544189453125,-0.06481312960386276,-0.07717261463403702,0.1352507770061493,0.9856728315353394,-0.15057788886055137,-0.13501163397377527,0.28292976777609397
1740823733.4070947,-4.332103515625,-0.34282513427734373,1.7173555908203124,-0.06751023977994919,-0.07884036004543304,0.1386498212814331,0.9848871827125549,-0.15695061349684034,-0.13700536596466914,0.29050700327364914
1740823733.4170897,-4.332259765625,-0.33970553588867186,1.717285888671875,-0.06690780818462372,-0.08005364239215851,0.14141082763671875,0.9844377636909485,-0.15651885472059002,-0.13914121842374577,0.2962695830467523
1740823733.4271424,-4.332443359375,-0.33628009033203127,1.71742041015625,-0.06554325670003891,-0.08207431435585022,0.14488166570663452,0.9838583469390869,-0.1549470448800279,-0.14299376429895141,0.3035350113683918
1740823733.437159,-4.332357421875,-0.3333966979980469,1.717175048828125,-0.0676443874835968,-0.08220956474542618,0.14664095640182495,0.983444094657898,-0.15943977476534232,-0.1423382886719599,0.3074284623508784
1740823733.4472597,-4.3321572265625,-0.33072293090820315,1.716966552734375,-0.06431876868009567,-0.08279996365308762,0.1491614133119583,0.9832385778427124,-0.15336715500659281,-0.1441350321791432,0.31220604513302813
1740823733.457074,-4.33238818359375,-0.3278659362792969,1.717280029296875,-0.06597704440355301,-0.08442632853984833,0.1506490409374237,0.9827634692192078,-0.15744850968176718,-0.1465878907063804,0.3157989633270446
1740823733.4672465,-4.3321845703125,-0.3253915710449219,1.717012939453125,-0.06570885330438614,-0.08506987988948822,0.15145243704319,0.9826024770736694,-0.15725450552848236,-0.14781389176619888,0.3175283166885421
1740823733.4771304,-4.33190625,-0.32313232421875,1.7170867919921875,-0.0644284188747406,-0.08600155264139175,0.15200777351856232,0.9825204014778137,-0.15510546796121863,-0.14997086081987732,0.31866602600888344
1740823733.487155,-4.33154541015625,-0.3209691467285156,1.7170233154296874,-0.06401229649782181,-0.08594497293233871,0.1531621813774109,0.9823732376098633,-0.15443095950283953,-0.14981131649202598,0.3209427844430929
1740823733.4971144,-4.3311376953125,-0.3189515991210938,1.716914794921875,-0.06414221227169037,-0.08609170466661453,0.15375742316246033,0.9822589755058289,-0.15483174381863207,-0.1499654900619463,0.3222035873055584
1740823733.5071492,-4.3306650390625,-0.316950927734375,1.7168370361328125,-0.06481628119945526,-0.08588426560163498,0.1542663425207138,0.982153058052063,-0.1561807151329507,-0.14925863198809375,0.3232943356283241
1740823733.5169752,-4.330181640625,-0.31502978515625,1.7167340087890626,-0.06620529294013977,-0.08558283746242523,0.1551460325717926,0.9819481372833252,-0.15897715910116722,-0.14807334827518287,0.3252220861229585
1740823733.5272202,-4.32973583984375,-0.3129703063964844,1.7167034912109376,-0.06453155726194382,-0.08619184792041779,0.15757372975349426,0.981619656085968,-0.15622265373844685,-0.14943380364842632,0.33005066086905666
1740823733.5370328,-4.3290224609375,-0.31123635864257815,1.7168289794921876,-0.06558248400688171,-0.08622996509075165,0.15856167674064636,0.9813875555992126,-0.15848045975230107,-0.14900303758529748,0.33222279896462886
1740823733.5471232,-4.3283671875,-0.30913595581054687,1.71690576171875,-0.0653679296374321,-0.0871676504611969,0.1601412445306778,0.9810624718666077,-0.15863238778579428,-0.1506670151183777,0.3356089023384297
1740823733.5571532,-4.32783349609375,-0.30733969116210935,1.716890625,-0.06184407323598862,-0.0875188410282135,0.16264383494853973,0.980847954750061,-0.15212489657055936,-0.1521546538792633,0.34026673976954985
1740823733.5671039,-4.32718505859375,-0.30579147338867185,1.716697509765625,-0.05852099135518074,-0.08751948177814484,0.1642930954694748,0.9807769656181335,-0.14576304548365027,-0.15304170579138737,0.3431398979533559
1740823733.5770664,-4.32645263671875,-0.3045453796386719,1.7169759521484376,-0.06433596462011337,-0.0881781354546547,0.16315776109695435,0.9805432558059692,-0.15741138087996492,-0.1525217856656987,0.34182162018929174
1740823733.5871804,-4.32570654296875,-0.303102783203125,1.71649462890625,-0.061953283846378326,-0.08767548203468323,0.16488094627857208,0.9804534912109375,-0.15274604502666014,-0.15207917557182862,0.3448779721112835
1740823733.596991,-4.32496142578125,-0.3023067016601563,1.7166708984375,-0.05819303169846535,-0.08832032978534698,0.16533417999744415,0.980549693107605,-0.14557018583163467,-0.15457719569294892,0.34537831285757437
1740823733.6070638,-4.3241376953125,-0.301322021484375,1.7162779541015625,-0.05711052566766739,-0.08752775937318802,0.16623204946517944,0.9805325865745544,-0.14326029547465516,-0.1532597162373982,0.3468896202290742
1740823733.617042,-4.32346630859375,-0.3009378967285156,1.7162227783203126,-0.05745580047369003,-0.0878191813826561,0.16561834514141083,0.9805902242660522,-0.1439603754969374,-0.15380345830892983,0.3457468502702745
1740823733.6270921,-4.32273291015625,-0.30042849731445315,1.7160947265625,-0.05777372419834137,-0.08750232309103012,0.16522657871246338,0.9806659817695618,-0.1444142492730552,-0.15312730557069115,0.3449305623985669
1740823733.636987,-4.32188525390625,-0.30010980224609374,1.71591455078125,-0.05651436746120453,-0.08775021880865097,0.16448742151260376,0.9808414578437805,-0.14188332704040085,-0.15415613083135776,0.34328455153508636
1740823733.6472557,-4.321302734375,-0.3000198974609375,1.7155479736328125,-0.05416082590818405,-0.08730914443731308,0.16459569334983826,0.9809954166412354,-0.13705163928388772,-0.15407938810055014,0.3430677870038814
1740823733.6570604,-4.32059765625,-0.2999632568359375,1.715275634765625,-0.05210581049323082,-0.08705859631299973,0.16477374732494354,0.9810990691184998,-0.13289627071456586,-0.15426602141105647,0.3430766002398686
1740823733.6670835,-4.319826171875,-0.2998451538085937,1.71499169921875,-0.052225105464458466,-0.08641839772462845,0.16527646780014038,0.9810647964477539,-0.13297654041084062,-0.15289594298041712,0.34399912418139583
1740823733.6772106,-4.3193447265625,-0.3001196594238281,1.7148006591796876,-0.052239540964365005,-0.0863979160785675,0.1651678830385208,0.9810841083526611,-0.13298082055366398,-0.15286531125891034,0.3437757007153011
1740823733.6870573,-4.31860107421875,-0.3005713195800781,1.7145758056640625,-0.052326902747154236,-0.08609797805547714,0.16442085802555084,0.9812312722206116,-0.1329283860033849,-0.15234540645633968,0.3422068945209274
1740823733.6970575,-4.31791455078125,-0.30132101440429687,1.71388427734375,-0.05050066113471985,-0.0850505381822586,0.1639186441898346,0.9815022945404053,-0.1288332400263849,-0.15097144538968985,0.3407183597152917
1740823733.7071593,-4.31731591796875,-0.30170013427734377,1.7133602294921875,-0.04886530712246895,-0.08399982750415802,0.16399815678596497,0.9816622734069824,-0.125208979282221,-0.14944696245120617,0.3404516959242975
1740823733.7170317,-4.3167626953125,-0.30264544677734373,1.71295361328125,-0.04981178790330887,-0.0831066146492958,0.16300790011882782,0.9818556308746338,-0.1266191721587646,-0.14749214263130567,0.3384063778444798
1740823733.7270455,-4.31625146484375,-0.3036075134277344,1.7124334716796874,-0.04954042658209801,-0.08228913694620132,0.1623755693435669,0.9820429682731628,-0.12569051983610327,-0.14605333503279835,0.3369314389521176
1740823733.737154,-4.3155869140625,-0.30485015869140625,1.7118670654296875,-0.04737779498100281,-0.0812508687376976,0.16133016347885132,0.9824084043502808,-0.12086200273484549,-0.14486225620776486,0.3343126669782248
1740823733.7471623,-4.31522705078125,-0.3062840881347656,1.71119873046875,-0.04221505671739578,-0.08068880438804626,0.16127899289131165,0.9826985001564026,-0.11038388860644266,-0.14548136170408515,0.3333884237541321
1740823733.7570693,-4.31486083984375,-0.3077256164550781,1.71049267578125,-0.046870097517967224,-0.07946941256523132,0.15831848978996277,0.9830681681632996,-0.11878591919383973,-0.14188245067456778,0.3277994442049719
1740823733.7672713,-4.31436669921875,-0.3095819091796875,1.709575439453125,-0.042176950722932816,-0.07816720008850098,0.15703092515468597,0.9835914969444275,-0.10881127310560816,-0.14098965912356326,0.324319951687469
